id,name,duration,firstYearRelease,countryOfOrigin,productionCompany,banner,genres
716,Bad Day on the Block,42,2014,Colombia,Thompson and Sons,http://dummyimage.com/136x100.png/cc0000/ffffff,"[""Drama"",""Thriller""]"
717,Carcasses,180,1991,China,"Murazik, Jones and Pacocha",http://dummyimage.com/178x100.png/dddddd/000000,"[""Documentary""]"
718,Hansel & Gretel,42,2004,Laos,Schowalter Inc,http://dummyimage.com/244x100.png/dddddd/000000,"[""Children"",""Fantasy""]"
719,Letters to Juliet,48,1958,France,"Walsh, Nitzsche and Vandervort",http://dummyimage.com/244x100.png/ff4444/ffffff,"[""Drama"",""Romance""]"
720,Chicken Run,110,1951,Brazil,Haag and Sons,http://dummyimage.com/103x100.png/ff4444/ffffff,"[""Animation"",""Children"",""Comedy""]"
721,Mortified Nation,124,2006,Macedonia,Larson-Johnston,http://dummyimage.com/153x100.png/5fa2dd/ffffff,"[""Comedy"",""Documentary""]"
722,"Verdict, The",173,2003,Japan,"Willms, Roob and Schinner",http://dummyimage.com/206x100.png/ff4444/ffffff,"[""Crime"",""Drama"",""Film-Noir"",""Mystery"",""Thriller""]"
723,"Blood of a Poet, The (Sang d'un poète, Le)",99,1989,Montenegro,"Cole, Douglas and Hudson",http://dummyimage.com/250x100.png/ff4444/ffffff,"[""Drama"",""Fantasy""]"
724,Jab We Met,74,1995,Thailand,Murray-Gerlach,http://dummyimage.com/241x100.png/cc0000/ffffff,"[""Comedy"",""Drama"",""Romance""]"
725,Burlesque,44,1988,Indonesia,Price Inc,http://dummyimage.com/100x100.png/5fa2dd/ffffff,"[""Drama"",""Musical"",""Romance""]"
726,Hara-Kiri: Death of a Samurai,170,1952,Hong Kong,"Reilly, Jast and Weber",http://dummyimage.com/166x100.png/dddddd/000000,"[""Drama""]"
727,Jay and Silent Bob Go Down Under,76,1951,Czech Republic,"Grady, Farrell and Klocko",http://dummyimage.com/161x100.png/cc0000/ffffff,"[""Comedy""]"
728,"Sleep Room, The",79,2024,Russia,"Dickens, Dietrich and Emmerich",http://dummyimage.com/165x100.png/5fa2dd/ffffff,"[""Drama"",""Thriller""]"
729,In My Sleep,157,1989,Thailand,Walker-Reichel,http://dummyimage.com/217x100.png/ff4444/ffffff,"[""Drama"",""Mystery"",""Thriller""]"
730,Christmas Eve,84,1974,China,Grant Inc,http://dummyimage.com/196x100.png/cc0000/ffffff,"[""Comedy"",""Drama""]"
731,Quiet as a Mouse (Muxmäuschenstill),43,1999,Jamaica,Carroll Inc,http://dummyimage.com/217x100.png/ff4444/ffffff,"[""Drama""]"
732,WW III: World War III (Der 3. Weltkrieg),197,1959,Chad,"O'Conner, Brekke and Rohan",http://dummyimage.com/187x100.png/cc0000/ffffff,"[""Documentary"",""War""]"
733,"13th Warrior, The",36,1981,Philippines,Jaskolski and Sons,http://dummyimage.com/197x100.png/cc0000/ffffff,"[""Action"",""Adventure"",""Fantasy""]"
734,"Incredible Melting Man, The",55,1976,China,"Wolff, Bashirian and Morar",http://dummyimage.com/150x100.png/dddddd/000000,"[""Horror"",""Sci-Fi""]"
735,American Beauty,61,1985,Russia,Schimmel-Krajcik,http://dummyimage.com/100x100.png/ff4444/ffffff,"[""Comedy"",""Drama""]"
736,Virunga,118,1954,Philippines,Rohan Inc,http://dummyimage.com/249x100.png/5fa2dd/ffffff,"[""Documentary"",""War""]"
737,In Order Not to Be Here,69,2006,Philippines,Champlin-McLaughlin,http://dummyimage.com/244x100.png/dddddd/000000,"[""(no genres listed)""]"
738,Hell's Highway: The True Story of Highway Safety Films,96,2023,Burundi,"Ritchie, Batz and Miller",http://dummyimage.com/230x100.png/cc0000/ffffff,"[""Documentary""]"
739,Texas Killing Fields,58,1989,China,"Hauck, Rath and Miller",http://dummyimage.com/247x100.png/ff4444/ffffff,"[""Crime"",""Drama"",""Thriller""]"
740,Operation Crossbow,59,1972,Japan,Ferry and Sons,http://dummyimage.com/179x100.png/ff4444/ffffff,"[""Action"",""Adventure"",""War""]"
741,976-EVIL II,152,1959,Sweden,Durgan-Anderson,http://dummyimage.com/247x100.png/dddddd/000000,"[""Horror""]"
742,Straight Talk,182,1967,Uruguay,Doyle and Sons,http://dummyimage.com/201x100.png/dddddd/000000,"[""Comedy""]"
743,Up Close and Personal,143,2008,Samoa,"Shanahan, Zemlak and Torp",http://dummyimage.com/219x100.png/dddddd/000000,"[""Drama"",""Romance""]"
744,Starlet,160,1969,Sweden,Collins Group,http://dummyimage.com/126x100.png/5fa2dd/ffffff,"[""Drama""]"
745,Hall Pass,32,2000,Philippines,"Boehm, Mills and Schmitt",http://dummyimage.com/107x100.png/5fa2dd/ffffff,"[""Comedy""]"
746,The Apocalypse,165,2001,Russia,Cummings-Schoen,http://dummyimage.com/205x100.png/dddddd/000000,"[""Action"",""Drama""]"
747,Tortilla Flat,77,1993,Honduras,O'Kon Inc,http://dummyimage.com/141x100.png/ff4444/ffffff,"[""Comedy"",""Drama"",""Romance""]"
748,"Bad Boy (Story of Danny Lester, The)",86,1972,Mali,"Hartmann, Ritchie and Maggio",http://dummyimage.com/250x100.png/cc0000/ffffff,"[""Drama""]"
749,Gregory Go Boom,160,1959,Norway,Lind-Crona,http://dummyimage.com/151x100.png/dddddd/000000,"[""Comedy""]"
750,Dirt,177,2016,Poland,Kuhic-Hammes,http://dummyimage.com/108x100.png/cc0000/ffffff,"[""Comedy"",""Crime""]"
751,Texas Killing Fields,55,2021,Argentina,"Towne, Dibbert and Ryan",http://dummyimage.com/165x100.png/ff4444/ffffff,"[""Crime"",""Drama"",""Thriller""]"
752,Veer Zaara,200,2010,Czech Republic,Willms and Sons,http://dummyimage.com/200x100.png/dddddd/000000,"[""Drama"",""Musical"",""Romance""]"
753,Disco Pigs,85,1988,Brazil,Jones-Morissette,http://dummyimage.com/231x100.png/dddddd/000000,"[""Drama""]"
754,Intouchables,145,1980,Bosnia and Herzegovina,"Vandervort, Prosacco and Leannon",http://dummyimage.com/191x100.png/5fa2dd/ffffff,"[""Comedy"",""Drama""]"
755,It Conquered the World,39,1970,Armenia,"Zieme, Morissette and MacGyver",http://dummyimage.com/147x100.png/ff4444/ffffff,"[""Sci-Fi""]"
756,Invasion U.S.A.,128,1999,Japan,Stark and Sons,http://dummyimage.com/123x100.png/5fa2dd/ffffff,"[""Action"",""Thriller""]"
757,"Three Caballeros, The",134,2010,Sweden,Prosacco Inc,http://dummyimage.com/182x100.png/ff4444/ffffff,"[""Animation"",""Children"",""Musical""]"
758,"See No Evil, Hear No Evil",191,1964,Lithuania,Hahn-Corkery,http://dummyimage.com/150x100.png/cc0000/ffffff,"[""Comedy"",""Crime""]"
759,Cria! (Cría cuervos),190,1982,Indonesia,"Abernathy, Anderson and Beatty",http://dummyimage.com/231x100.png/ff4444/ffffff,"[""Drama"",""Mystery""]"
760,Babes in Arms,60,2016,Indonesia,"Ratke, Mayer and Bergstrom",http://dummyimage.com/184x100.png/5fa2dd/ffffff,"[""Comedy"",""Musical""]"
761,Slacker 2011,51,2019,Bangladesh,Pollich Inc,http://dummyimage.com/161x100.png/ff4444/ffffff,"[""Comedy"",""Drama""]"
762,Heartbreak Ridge,180,1956,New Zealand,Mohr-Crist,http://dummyimage.com/102x100.png/ff4444/ffffff,"[""Action"",""War""]"
763,"Last Castle, The",162,1954,China,"Schultz, Krajcik and Bosco",http://dummyimage.com/181x100.png/dddddd/000000,"[""Action""]"
764,Kings of the Sun,167,1981,Serbia,"Muller, Koss and Davis",http://dummyimage.com/168x100.png/5fa2dd/ffffff,"[""Adventure"",""Drama"",""Thriller""]"
765,Nobody's Children (I figli di nessuno),55,1956,Albania,"VonRueden, O'Kon and Yost",http://dummyimage.com/154x100.png/5fa2dd/ffffff,"[""Drama"",""Romance""]"
766,Sound of Noise,91,2021,China,"Botsford, Jerde and Bogan",http://dummyimage.com/193x100.png/dddddd/000000,"[""Comedy"",""Crime"",""Musical""]"
767,If Footmen Tire You What Will Horses Do?,190,1987,Norway,"Zulauf, Murphy and Mante",http://dummyimage.com/197x100.png/ff4444/ffffff,"[""Drama""]"
768,Pay or Die,58,1990,United States,"Haley, Heathcote and Bechtelar",http://dummyimage.com/172x100.png/5fa2dd/ffffff,"[""Crime""]"
769,"If I Want to Whistle, I Whistle (Eu cand vreau sa fluier, fluier)",194,2014,China,Kunde-Wisozk,http://dummyimage.com/140x100.png/ff4444/ffffff,"[""Drama""]"
770,"Prisoner, The (Island of Fire) (Huo shao dao)",112,2021,Pakistan,Torphy-Friesen,http://dummyimage.com/161x100.png/cc0000/ffffff,"[""Action"",""Crime"",""Drama""]"
771,Machete,174,1990,Indonesia,Ritchie-McKenzie,http://dummyimage.com/186x100.png/5fa2dd/ffffff,"[""Action"",""Adventure"",""Comedy"",""Crime"",""Thriller""]"
772,Crack-Up,64,1966,Greece,Weber-Wyman,http://dummyimage.com/103x100.png/dddddd/000000,"[""Crime"",""Film-Noir"",""Mystery""]"
773,The Elephant Man,152,1988,China,Schimmel-Rempel,http://dummyimage.com/110x100.png/cc0000/ffffff,"[""Drama""]"
774,Chasing Sleep,40,1967,China,Gulgowski-Bradtke,http://dummyimage.com/170x100.png/cc0000/ffffff,"[""Horror"",""Thriller""]"
775,D2: The Mighty Ducks,185,1978,China,"Mraz, Abbott and Cole",http://dummyimage.com/138x100.png/ff4444/ffffff,"[""Children"",""Comedy""]"
776,The Phantom of the Opera,38,1972,Poland,Erdman-Gleichner,http://dummyimage.com/101x100.png/ff4444/ffffff,"[""Drama"",""Mystery"",""Romance"",""Thriller""]"
777,"Last Song, The",140,2018,Indonesia,"Ullrich, Schultz and Wilderman",http://dummyimage.com/142x100.png/ff4444/ffffff,"[""Drama"",""Romance""]"
778,"Danger! 50,000 Zombies",51,1954,Venezuela,"Larson, O'Hara and Gottlieb",http://dummyimage.com/148x100.png/ff4444/ffffff,"[""Comedy"",""Horror""]"
779,Biutiful,169,1968,South Korea,Kemmer-Bayer,http://dummyimage.com/231x100.png/5fa2dd/ffffff,"[""Drama""]"
780,Adios Sabata,48,2008,Portugal,Boehm and Sons,http://dummyimage.com/128x100.png/5fa2dd/ffffff,"[""Action"",""War"",""Western""]"
781,Beyond Tomorrow (Beyond Christmas),178,1951,Greece,Pouros-Wiza,http://dummyimage.com/176x100.png/ff4444/ffffff,"[""Drama"",""Fantasy"",""Romance""]"
782,"Art of the Steal, The",57,1999,Russia,Torphy and Sons,http://dummyimage.com/104x100.png/cc0000/ffffff,"[""Crime""]"
783,César,192,1988,China,Gleichner-Hettinger,http://dummyimage.com/206x100.png/cc0000/ffffff,"[""Comedy"",""Drama"",""Romance""]"
784,Kolka Cool,98,1991,El Salvador,Muller LLC,http://dummyimage.com/148x100.png/cc0000/ffffff,"[""Comedy"",""Drama""]"
785,Maria (Mariya),77,1998,Brazil,Bradtke-Wisoky,http://dummyimage.com/160x100.png/ff4444/ffffff,"[""(no genres listed)""]"
786,"Iron Mask, The",20,1953,China,"Mayer, O'Reilly and Heidenreich",http://dummyimage.com/115x100.png/dddddd/000000,"[""Adventure"",""Drama"",""Romance""]"
787,Vlad Tepes (Vlad &#354;epe&#351;),66,1979,Turkmenistan,Brakus Inc,http://dummyimage.com/222x100.png/5fa2dd/ffffff,"[""Drama""]"
788,Sherlock Holmes: The Woman in Green,145,1982,Afghanistan,"Luettgen, Yost and Feest",http://dummyimage.com/140x100.png/ff4444/ffffff,"[""Mystery""]"
789,Loosies,118,2012,China,Kling LLC,http://dummyimage.com/198x100.png/ff4444/ffffff,"[""Comedy"",""Drama"",""Romance""]"
790,"John Huston: The Man, the Movies, the Maverick",196,1965,China,Corwin Inc,http://dummyimage.com/114x100.png/5fa2dd/ffffff,"[""Documentary""]"
791,A Night at the Movies: The Horrors of Stephen King,181,2006,Portugal,Fritsch Inc,http://dummyimage.com/115x100.png/dddddd/000000,"[""Documentary"",""Horror""]"
792,Tabu,164,2005,Indonesia,"Daniel, Kuphal and Rohan",http://dummyimage.com/176x100.png/dddddd/000000,"[""Drama"",""Romance""]"
793,"Lord of the Rings, The",38,1971,China,Feil Group,http://dummyimage.com/158x100.png/5fa2dd/ffffff,"[""Adventure"",""Animation"",""Children"",""Fantasy""]"
794,"Mask of Zorro, The",82,2013,Japan,Larson LLC,http://dummyimage.com/222x100.png/cc0000/ffffff,"[""Action"",""Comedy"",""Romance""]"
795,Gorillas in the Mist,198,2012,Azerbaijan,"Langworth, Pollich and Reynolds",http://dummyimage.com/113x100.png/5fa2dd/ffffff,"[""Drama""]"
796,+1,52,1984,Ukraine,"Nienow, Romaguera and Veum",http://dummyimage.com/150x100.png/dddddd/000000,"[""Sci-Fi"",""Thriller""]"
797,That Certain Woman,193,1954,Indonesia,Steuber-Mayert,http://dummyimage.com/161x100.png/dddddd/000000,"[""Drama"",""Romance""]"
798,Camp,110,2015,Russia,Pfannerstill-Graham,http://dummyimage.com/195x100.png/dddddd/000000,"[""Drama""]"
799,"Elvira, Mistress of the Dark",140,1971,Czech Republic,"Marvin, Legros and Prosacco",http://dummyimage.com/114x100.png/dddddd/000000,"[""Comedy"",""Horror""]"
800,Nora,64,1997,Portugal,Stamm-Bednar,http://dummyimage.com/216x100.png/cc0000/ffffff,"[""Drama""]"
801,Watch Out for the Automobile (Beregis avtomobilya),140,1953,Indonesia,Gulgowski-Shanahan,http://dummyimage.com/147x100.png/dddddd/000000,"[""Comedy"",""Crime"",""Romance""]"
802,Bones Brigade: An Autobiography,78,1965,Sweden,Jakubowski Inc,http://dummyimage.com/146x100.png/dddddd/000000,"[""Documentary""]"
803,18 Again!,85,2008,Cuba,"Gulgowski, Raynor and Hoeger",http://dummyimage.com/158x100.png/5fa2dd/ffffff,"[""Comedy"",""Fantasy""]"
804,Creepshow 2,147,2019,Bosnia and Herzegovina,Walker Inc,http://dummyimage.com/163x100.png/5fa2dd/ffffff,"[""Horror""]"
805,Directed by John Ford,145,1983,Laos,Koepp and Sons,http://dummyimage.com/102x100.png/5fa2dd/ffffff,"[""Documentary""]"
806,Best of the Best 3: No Turning Back,15,1962,China,Wolff LLC,http://dummyimage.com/133x100.png/5fa2dd/ffffff,"[""Action""]"
807,Beeswax,146,1955,Indonesia,"Sanford, Steuber and O'Hara",http://dummyimage.com/242x100.png/cc0000/ffffff,"[""Comedy"",""Drama""]"
808,Broadway Danny Rose,146,1950,Russia,"White, Jenkins and Heaney",http://dummyimage.com/233x100.png/dddddd/000000,"[""Comedy""]"
809,King Solomon's Mines,116,1966,Poland,"Blick, Bernhard and Jenkins",http://dummyimage.com/186x100.png/cc0000/ffffff,"[""Action"",""Adventure"",""Drama"",""Romance"",""Thriller""]"
810,Pizzas,94,1960,Malawi,Jaskolski Inc,http://dummyimage.com/139x100.png/ff4444/ffffff,"[""Drama""]"
811,On Golden Pond,98,2024,Indonesia,"Balistreri, Schuppe and Kunde",http://dummyimage.com/235x100.png/5fa2dd/ffffff,"[""Drama""]"
812,Money as Debt,175,1963,Guatemala,"Kunde, Green and Bechtelar",http://dummyimage.com/157x100.png/5fa2dd/ffffff,"[""Animation"",""Documentary""]"
813,"I Are You, You Am Me (Tenkosei)",114,1998,Ireland,"Douglas, Wintheiser and Hoppe",http://dummyimage.com/166x100.png/cc0000/ffffff,"[""Comedy""]"
814,"Unexpected Love, An",26,1998,Indonesia,Christiansen LLC,http://dummyimage.com/141x100.png/cc0000/ffffff,"[""Drama""]"
815,Dangerous Corner,16,1981,United States,"Crooks, Hettinger and Olson",http://dummyimage.com/239x100.png/cc0000/ffffff,"[""Mystery""]"
816,The Blood of Fu Manchu,164,1994,Indonesia,Abbott-Waelchi,http://dummyimage.com/127x100.png/ff4444/ffffff,"[""Adventure"",""Crime"",""Horror""]"
817,Gorillas in the Mist,139,1973,Indonesia,Deckow and Sons,http://dummyimage.com/200x100.png/dddddd/000000,"[""Drama""]"
818,"Story of Women (Affaire de femmes, Une)",39,1966,Pakistan,O'Reilly-Dach,http://dummyimage.com/151x100.png/ff4444/ffffff,"[""Drama""]"
819,Boom!,181,1998,Poland,"Boyer, Bosco and Effertz",http://dummyimage.com/190x100.png/5fa2dd/ffffff,"[""Drama""]"
820,Noel,144,2021,United States,"Lowe, Walter and Reilly",http://dummyimage.com/163x100.png/5fa2dd/ffffff,"[""Drama""]"
821,"Good Morning, Babylon",120,1973,Portugal,Bradtke Inc,http://dummyimage.com/172x100.png/dddddd/000000,"[""Drama""]"
822,Smile,89,1958,Panama,Schowalter-Von,http://dummyimage.com/203x100.png/dddddd/000000,"[""Comedy""]"
823,Favor,115,1955,Poland,"Monahan, Wolff and Brown",http://dummyimage.com/145x100.png/ff4444/ffffff,"[""Thriller""]"
824,"Last Hard Men, The",64,1997,Poland,Stracke-Walker,http://dummyimage.com/231x100.png/cc0000/ffffff,"[""Western""]"
825,Little Man Tate,95,2007,China,Satterfield-Yost,http://dummyimage.com/230x100.png/dddddd/000000,"[""Drama""]"
826,"Bread, My Sweet, The (a.k.a. Wedding for Bella, A)",91,1973,Sweden,"Franecki, Schiller and Beatty",http://dummyimage.com/161x100.png/cc0000/ffffff,"[""Drama"",""Romance""]"
827,"Naked Kiss, The",103,1955,Vietnam,Hamill LLC,http://dummyimage.com/112x100.png/dddddd/000000,"[""Drama""]"
828,21 Up,120,1987,China,"Paucek, Wintheiser and Rosenbaum",http://dummyimage.com/222x100.png/5fa2dd/ffffff,"[""Documentary""]"
829,"Swimming Pool, The (La piscine)",16,1995,Kenya,Bogan LLC,http://dummyimage.com/115x100.png/5fa2dd/ffffff,"[""Crime"",""Drama""]"
830,G.I. Joe: The Movie,135,1981,France,"Kub, Wiza and Shields",http://dummyimage.com/134x100.png/cc0000/ffffff,"[""Action"",""Adventure"",""Animation"",""Children"",""Fantasy"",""Sci-Fi""]"
831,Future Cops (Chao ji xue xiao ba wang),71,1982,Japan,Hermann Group,http://dummyimage.com/151x100.png/ff4444/ffffff,"[""Action""]"
832,Hands Over the City (Le mani sulla città),131,2009,Brazil,"Morissette, Brekke and Walker",http://dummyimage.com/173x100.png/ff4444/ffffff,"[""Drama""]"
833,Diving In,103,1994,Portugal,Vandervort-Gislason,http://dummyimage.com/204x100.png/5fa2dd/ffffff,"[""Comedy"",""Drama""]"
834,"Man from Planet X, The",154,2011,Samoa,"Kessler, Flatley and Daugherty",http://dummyimage.com/223x100.png/5fa2dd/ffffff,"[""Horror"",""Romance"",""Sci-Fi""]"
835,"Escapist, The",98,1982,China,"D'Amore, Spencer and Yundt",http://dummyimage.com/236x100.png/ff4444/ffffff,"[""Thriller""]"
836,"Year My Voice Broke, The",178,1963,China,Buckridge-Kunde,http://dummyimage.com/184x100.png/cc0000/ffffff,"[""Drama""]"
837,Schindler's List,56,1960,United States,Roberts-Mitchell,http://dummyimage.com/190x100.png/5fa2dd/ffffff,"[""Drama"",""War""]"
838,Lackawanna Blues,48,1992,Sweden,"Strosin, Beahan and Balistreri",http://dummyimage.com/236x100.png/dddddd/000000,"[""Drama""]"
839,Public Speaking,109,1958,China,Gislason LLC,http://dummyimage.com/218x100.png/cc0000/ffffff,"[""Documentary""]"
840,"Dark Crystal, The",104,1980,Brazil,"Nikolaus, Rath and Krajcik",http://dummyimage.com/195x100.png/dddddd/000000,"[""Adventure"",""Fantasy""]"
841,Queen of Hearts,29,1998,Portugal,Greenfelder-O'Conner,http://dummyimage.com/118x100.png/dddddd/000000,"[""Comedy"",""Drama"",""Romance""]"
842,Seitsemän veljestä,194,1961,Sweden,Jerde-Strosin,http://dummyimage.com/118x100.png/5fa2dd/ffffff,"[""Drama""]"
843,"Rutles: All You Need Is Cash, The",98,2002,Indonesia,Cruickshank-Ritchie,http://dummyimage.com/142x100.png/dddddd/000000,"[""Comedy""]"
844,Free to Play,98,1966,Russia,Ferry and Sons,http://dummyimage.com/224x100.png/5fa2dd/ffffff,"[""Documentary""]"
845,"Place in the Sun, A",119,2021,Sweden,"Hahn, Raynor and Batz",http://dummyimage.com/217x100.png/dddddd/000000,"[""Drama"",""Romance""]"
846,"Wood, The",146,2002,Brazil,Connelly-Windler,http://dummyimage.com/180x100.png/cc0000/ffffff,"[""Drama""]"
847,Twelve and Holding,113,1969,Russia,"Lowe, Bashirian and Schaden",http://dummyimage.com/169x100.png/cc0000/ffffff,"[""Drama""]"
848,Toy Story That Time Forgot,26,1968,Brazil,Kuhn Inc,http://dummyimage.com/160x100.png/cc0000/ffffff,"[""Animation"",""Children""]"
849,Andy Hardy Meets Debutante,68,1953,Argentina,Mayert LLC,http://dummyimage.com/245x100.png/dddddd/000000,"[""Comedy"",""Romance""]"
850,Zombie Island Massacre,163,2015,Finland,Bernhard-Jerde,http://dummyimage.com/215x100.png/ff4444/ffffff,"[""Horror""]"
851,Advance to the Rear,62,1978,Peru,Lang Inc,http://dummyimage.com/176x100.png/cc0000/ffffff,"[""Comedy"",""War"",""Western""]"
852,Chromophobia,85,1992,Indonesia,"Prosacco, Schuppe and Kautzer",http://dummyimage.com/107x100.png/cc0000/ffffff,"[""Drama""]"
853,Yves Saint Laurent,169,2023,Indonesia,Aufderhar and Sons,http://dummyimage.com/244x100.png/cc0000/ffffff,"[""Drama"",""Romance""]"
854,Still of the Night,179,1977,Czech Republic,Collier Inc,http://dummyimage.com/193x100.png/cc0000/ffffff,"[""Mystery"",""Thriller""]"
855,Besieged (a.k.a. L' Assedio),56,1981,China,"Haley, Zemlak and Wilderman",http://dummyimage.com/245x100.png/5fa2dd/ffffff,"[""Drama""]"
856,Force of Evil,166,1984,Philippines,Kunde and Sons,http://dummyimage.com/151x100.png/5fa2dd/ffffff,"[""Film-Noir""]"
857,"Perks of Being a Wallflower, The",45,1964,Brazil,Schroeder-Sipes,http://dummyimage.com/128x100.png/ff4444/ffffff,"[""Drama"",""Romance""]"
858,Loving You,102,2016,Canada,Fay Inc,http://dummyimage.com/198x100.png/dddddd/000000,"[""Drama"",""Musical""]"
859,"Frozen Dead, The",197,1990,Colombia,"Rodriguez, Lebsack and Boyer",http://dummyimage.com/203x100.png/ff4444/ffffff,"[""Horror"",""Sci-Fi""]"
860,Lone Wolf McQuade,60,1950,Portugal,"Mertz, Schinner and Romaguera",http://dummyimage.com/143x100.png/cc0000/ffffff,"[""Action""]"
861,Monster,103,1994,Nigeria,"Murazik, Buckridge and Stoltenberg",http://dummyimage.com/189x100.png/cc0000/ffffff,"[""Action"",""Horror"",""Sci-Fi""]"
862,"Suburbans, The",56,2004,China,"Hegmann, Windler and Moen",http://dummyimage.com/191x100.png/cc0000/ffffff,"[""Drama""]"
863,"Benny Goodman Story, The",21,1970,Peru,Tillman-Johnston,http://dummyimage.com/114x100.png/ff4444/ffffff,"[""Drama"",""Musical""]"
864,DMT: The Spirit Molecule,39,1984,France,Zemlak LLC,http://dummyimage.com/178x100.png/cc0000/ffffff,"[""Documentary""]"
865,Down to the Bone,55,2003,China,Schowalter-Grimes,http://dummyimage.com/116x100.png/dddddd/000000,"[""Drama""]"
866,"Revisionaries, The",29,1975,France,Koelpin-Lemke,http://dummyimage.com/243x100.png/cc0000/ffffff,"[""Documentary""]"
867,World on a Wire (Welt am Draht),130,2010,France,Rogahn-Pacocha,http://dummyimage.com/127x100.png/cc0000/ffffff,"[""Crime"",""Sci-Fi""]"
868,Bhowani Junction,18,1951,Russia,"Pacocha, Windler and Romaguera",http://dummyimage.com/205x100.png/5fa2dd/ffffff,"[""Adventure"",""Drama"",""Romance""]"
869,True Crime,168,1962,Canada,Brown-Leannon,http://dummyimage.com/207x100.png/ff4444/ffffff,"[""Mystery"",""Thriller""]"
870,"Constant Nymph, The",28,1961,Canada,"Nader, McCullough and Fay",http://dummyimage.com/177x100.png/5fa2dd/ffffff,"[""Drama"",""Romance""]"
871,Of Love and Shadows,78,1969,Sweden,"Wilderman, Wisoky and Wisozk",http://dummyimage.com/198x100.png/dddddd/000000,"[""Drama""]"
872,Ringers: Lord of the Fans,34,1991,Russia,"Cormier, Stokes and Klocko",http://dummyimage.com/231x100.png/5fa2dd/ffffff,"[""Comedy"",""Documentary""]"
873,"Wolfman, The",143,1987,South Africa,"Towne, Schimmel and Purdy",http://dummyimage.com/178x100.png/5fa2dd/ffffff,"[""Horror"",""Thriller""]"
874,Little Miss Broadway,91,2010,Qatar,Kohler-Moen,http://dummyimage.com/104x100.png/cc0000/ffffff,"[""Drama"",""Musical""]"
875,Canciones de amor en Lolita's Club,120,1953,United States,"Goldner, Breitenberg and Walker",http://dummyimage.com/249x100.png/dddddd/000000,"[""Drama""]"
876,Scream of Fear (a.k.a. Taste of Fear),40,2020,Honduras,Koelpin-Crooks,http://dummyimage.com/162x100.png/dddddd/000000,"[""Horror"",""Mystery"",""Thriller""]"
877,Dancers,188,2005,France,Jenkins-DuBuque,http://dummyimage.com/170x100.png/5fa2dd/ffffff,"[""(no genres listed)""]"
878,"Billy Blazes, Esq.",80,1981,Russia,"Will, Schmitt and Hane",http://dummyimage.com/168x100.png/5fa2dd/ffffff,"[""Comedy"",""Western""]"
879,Food (Jídlo),175,2003,China,Lynch-Sawayn,http://dummyimage.com/135x100.png/ff4444/ffffff,"[""Animation"",""Comedy"",""Fantasy""]"
880,Superdad,157,1977,France,Kuphal Inc,http://dummyimage.com/240x100.png/cc0000/ffffff,"[""Comedy""]"
881,"Butcher's Wife, The",25,1972,Brazil,Spencer-Swift,http://dummyimage.com/214x100.png/dddddd/000000,"[""Comedy"",""Romance""]"
882,Daughters of Dolma,128,2012,Argentina,Gulgowski and Sons,http://dummyimage.com/180x100.png/dddddd/000000,"[""Documentary""]"
883,Golden Door (Nuovomondo),50,1991,Argentina,"Bergstrom, Bogan and Grimes",http://dummyimage.com/179x100.png/5fa2dd/ffffff,"[""Adventure"",""Drama"",""Romance""]"
884,Forbidden Games (Jeux interdits),15,2016,Finland,Greenfelder-Zulauf,http://dummyimage.com/215x100.png/5fa2dd/ffffff,"[""Drama"",""War""]"
885,Bullies,142,1977,Bosnia and Herzegovina,Green and Sons,http://dummyimage.com/186x100.png/5fa2dd/ffffff,"[""Action"",""Drama"",""Thriller""]"
886,Confessions of a Nazi Spy,82,1981,Poland,"Walsh, Von and Cronin",http://dummyimage.com/248x100.png/ff4444/ffffff,"[""Drama""]"
887,Grand Theft Auto,190,1951,China,Hagenes Group,http://dummyimage.com/108x100.png/cc0000/ffffff,"[""Action"",""Comedy""]"
888,"Net 2.0, The ",125,1989,United States,Muller-Weimann,http://dummyimage.com/169x100.png/cc0000/ffffff,"[""Action"",""Drama"",""Thriller""]"
889,"Trial, The (Procès, Le)",126,1979,Brazil,"Murazik, Glover and Mosciski",http://dummyimage.com/114x100.png/5fa2dd/ffffff,"[""Drama""]"
890,Far and Away,38,2016,Cape Verde,Torp-Harber,http://dummyimage.com/159x100.png/cc0000/ffffff,"[""Adventure"",""Drama"",""Romance""]"
891,Brüno (Bruno),189,1956,Brazil,Hermann-Ryan,http://dummyimage.com/166x100.png/ff4444/ffffff,"[""Comedy""]"
892,Young at Heart (a.k.a. Young@Heart),140,2000,Poland,Brekke-Botsford,http://dummyimage.com/135x100.png/dddddd/000000,"[""Documentary"",""Musical""]"
893,Nils Karlsson Pyssling,46,1995,Russia,Grant-Bruen,http://dummyimage.com/205x100.png/cc0000/ffffff,"[""Children""]"
894,Idiots and Angels,149,2001,Greece,VonRueden-Douglas,http://dummyimage.com/133x100.png/ff4444/ffffff,"[""Animation"",""Drama"",""Fantasy""]"
895,Undefeatable,194,1978,Mongolia,"Torphy, Franecki and Mante",http://dummyimage.com/126x100.png/ff4444/ffffff,"[""Action""]"
896,Nukes in Space,15,1956,Kazakhstan,Bergstrom LLC,http://dummyimage.com/165x100.png/cc0000/ffffff,"[""Documentary""]"
897,Cremaster 3,89,1969,Namibia,McKenzie-Mraz,http://dummyimage.com/140x100.png/dddddd/000000,"[""Drama""]"
